snapshot_date,market_key,finn_id,title,url,price_nok,sqm,bedrooms,price_per_sqm,address,postal_code,city,area,address_key
2026-06-01,tromso_no,463438875,Eksklusiv og moderne toppleilighet med fantastisk beliggenhet,https://www.finn.no/realestate/lettings/ad.html?finnkode=463438875,29000,10,,2900,,,,,
2026-06-01,tromso_no,461756812,Enebolig til leie i nærheten av UNN og UiT,https://www.finn.no/realestate/lettings/ad.html?finnkode=461756812,42000,200,4,210,,,,,
