snapshot_date,market_key,finn_id,title,url,price_nok,sqm,bedrooms,price_per_sqm,address,postal_code,city,area,address_key
2026-06-15,tromso_no,466640823,Lys og praktisk 3-roms leilighet til leie fra august,https://www.finn.no/realestate/lettings/ad.html?finnkode=466640823,23000,53,2,434,,,,,
2026-06-15,tromso_no,463438875,Eksklusiv og moderne toppleilighet med fantastisk beliggenhet,https://www.finn.no/realestate/lettings/ad.html?finnkode=463438875,29000,10,,2900,,,,,
