snapshot_date,market_key,finn_id,title,url,price_nok,sqm,bedrooms,price_per_sqm,address,postal_code,city,area,address_key
2026-01-05,tromso_no,444039621,Leilighet 2 roms ca 65m2 i Tromsdalen ledig fra 02.02.2026,https://www.finn.no/realestate/lettings/ad.html?finnkode=444039621,54000,65,,831,,,,,
2026-01-05,tromso_no,414090416,"Moderne, fullt møblert studioleilighet på 33 kvm i Vestregata, midt i Tromsø sentrum.",https://www.finn.no/realestate/lettings/ad.html?finnkode=414090416,17900,33,,542,,,,,
